,RespId,weight,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q9_1,Q9_2,Q9_3,Q9_4,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q14,Q15,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q30,Q31,Q32,Q33,ppage,educ,race,gender,income_cat,voter_category
1390,481975,1.2782,1,2,2,2,1,2,1,3,1,3,1,1,4,2,1,2,1,1,2,3,3,3,1,2,1,2,3,1,1,2,3,2,3,2,1,1,4,4,2,2,2,2,2,2,2,2,1,2,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,-1,-1,1,-1,1,1,-1,1,1,,2,2,2,3,2,2,2,2,2,1,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,,1.0,,33,Some college,White,Female,Less than $40k,rarely/never
1391,471850,0.2954,1,2,2,4,1,4,2,1,3,2,1,1,3,1,1,1,1,1,1,1,1,1,1,4,1,4,4,4,4,4,4,4,4,2,3,4,4,4,2,1,2,2,2,2,2,2,2,2,5,2,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,-1,1,1,1,-1,1,1,-1,-1,-1,1,1,,2,2,2,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,,,,,,,,,,,2,,2.0,,69,College,Black,Male,$40-75k,sporadic
1392,471851,0.6485,1,2,1,3,1,3,2,2,3,1,1,2,2,2,1,2,2,2,2,2,2,2,1,3,1,4,3,3,2,3,2,3,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,1,1,2,2,2,2,2,2,2,2,1,2,2,2,-1,-1,1,-1,1,-1,1,1,-1,-1,1,1,,2,1,1,1,1,1,2,1,2,1,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,,,,,,,,,,,3,,,2.0,31,Some college,Black,Male,$40-75k,always
1393,471852,1.2774,1,4,1,1,1,1,1,2,1,1,1,1,2,1,4,1,4,1,1,1,2,3,1,4,1,4,2,2,1,4,2,2,2,1,3,1,1,2,1,1,2,2,2,1,2,2,2,2,5,1,2,1,4,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,1,1,-1,1,1,-1,-1,-1,1,1,,2,1,2,1,1,1,1,1,1,1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,2,,1.0,,31,High school or less,Black,Female,Less than $40k,always
1394,471855,0.9778,1,3,1,2,1,2,1,1,2,2,1,1,4,4,2,1,2,2,4,3,3,1,1,3,1,4,3,4,1,3,3,2,4,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,5,2,2,2,3,3,2,2,2,2,2,2,2,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,,2,3,1,1,1,1,1,1,2,1,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,1.0,,32,High school or less,Black,Male,Less than $40k,rarely/never
1395,471856,0.501,1,1,2,2,1,3,1,1,4,2,3,3,2,1,2,3,2,2,3,4,3,3,2,3,1,3,3,2,1,3,2,4,2,1,2,3,3,4,1,2,1,2,2,2,1,2,2,2,3,2,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,1,1,-1,-1,1,-1,1,1,,3,1,1,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,1,2.0,,,56,Some college,Hispanic,Male,$75-125k,sporadic
1396,481984,1.2066,1,1,3,3,1,2,2,1,3,2,2,2,3,2,2,2,3,3,2,4,4,4,2,4,2,3,3,2,2,2,3,3,2,1,1,4,3,4,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,,2,1,3,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,2.0,,77,High school or less,Hispanic,Female,$75-125k,sporadic
1397,471858,0.7754,2,3,2,4,2,2,3,3,4,3,2,3,1,3,3,2,1,1,2,3,2,1,1,3,2,4,2,2,1,3,3,2,3,-1,2,2,3,2,2,2,2,2,2,2,1,2,2,2,5,2,2,2,2,4,-1,2,2,2,2,2,2,2,2,2,2,-1,-1,1,1,1,1,1,1,-1,-1,2,2,1.0,2,1,2,4,2,2,2,2,2,2,,,,,,,,,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,,2.0,,32,College,Other/Mixed,Male,$40-75k,rarely/never
1398,471859,1.0515,2,2,2,2,2,1,1,2,1,3,2,3,1,1,1,2,2,2,2,2,2,2,1,4,1,2,4,3,4,3,3,4,2,2,1,3,3,4,2,2,2,2,2,2,2,2,2,2,1,5,1,2,2,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,,1,2,2,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,1,2.0,,,62,High school or less,White,Female,$40-75k,always
1399,471862,1.2375,2,3,2,1,1,1,1,3,1,2,2,3,4,1,1,2,3,3,3,3,4,3,1,2,1,4,3,2,2,3,2,3,3,2,2,3,3,3,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,,3,3,1,1,1,1,1,1,2,1,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,,,,,,,,,,,1,2.0,,,50,High school or less,White,Female,Less than $40k,sporadic
1400,471864,0.4915,1,1,1,4,1,3,2,2,3,1,1,1,4,3,2,1,2,2,1,2,2,2,1,2,1,4,2,2,3,2,3,2,3,2,2,3,4,4,2,2,2,2,1,2,2,2,1,2,5,1,3,1,1,2,4,2,2,2,2,2,2,2,2,2,2,1,-1,1,1,1,1,1,-1,-1,-1,1,1,,2,2,2,1,1,1,1,1,1,1,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,,,,,,,,,,,2,,1.0,,45,College,Black,Female,$40-75k,sporadic
1401,471867,1.3041,1,2,1,3,1,4,1,2,3,2,2,3,3,1,2,2,2,1,2,4,1,1,1,3,1,2,2,2,1,2,2,3,1,2,1,1,4,4,2,2,2,2,2,2,1,2,2,2,1,2,3,1,1,1,4,2,2,2,2,2,2,1,2,2,2,-1,1,1,1,1,1,1,1,1,-1,1,1,,2,2,1,1,1,1,1,1,1,1,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,5,,,2.0,49,College,White,Female,$125k or more,sporadic
1402,471868,0.5712,1,2,1,2,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,4,4,3,3,3,4,3,3,2,2,1,4,4,2,2,2,2,2,2,2,2,2,2,5,1,3,1,2,4,1,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2,2,2.0,2,4,2,4,2,2,1,1,1,1,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,3,,,2.0,63,Some college,Hispanic,Female,Less than $40k,rarely/never
1403,471869,0.8535,1,1,2,2,1,1,2,1,3,2,1,2,2,2,2,2,1,1,1,3,3,2,1,3,1,4,2,2,2,1,2,2,2,2,1,3,3,4,2,2,2,2,2,2,1,1,2,2,5,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,,2,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,1,2.0,,,61,College,White,Female,$125k or more,always
1404,471870,0.9081,1,2,2,1,1,1,2,2,1,2,2,4,2,1,1,3,3,3,2,3,3,4,2,3,1,2,4,2,4,3,2,4,1,4,2,3,3,4,2,2,2,2,2,2,2,2,1,2,2,4,1,1,4,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,,1,3,2,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,1,2.0,,,38,College,White,Male,$40-75k,sporadic
1405,471871,0.9106,1,1,1,2,1,1,1,2,2,3,4,4,2,1,2,3,2,2,2,3,1,1,1,3,1,2,3,2,2,2,3,4,2,2,1,2,3,4,2,2,2,2,2,2,2,2,2,2,1,5,1,2,1,3,3,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,,1,3,1,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,3,,,1.0,58,College,White,Male,$125k or more,always
1406,471872,0.8404,1,1,2,1,1,1,1,1,1,3,2,1,4,3,4,1,3,2,1,1,3,2,1,3,1,3,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,5,-1,1,2,2,3,3,2,2,2,2,2,2,-1,2,2,1,-1,-1,1,1,-1,1,1,-1,-1,-1,1,1,,2,1,2,1,1,1,1,1,2,2,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,,,,,,,,,,,2,,1.0,,34,Some college,Black,Female,$40-75k,sporadic
1407,471875,1.0688,1,2,2,1,2,1,1,1,2,4,4,4,1,1,1,2,1,1,2,1,2,1,1,3,1,1,3,3,1,3,2,4,1,1,4,2,1,2,2,2,2,2,2,2,1,2,2,2,1,5,1,1,1,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,1,1,-1,1,-1,1,1,,1,2,3,1,2,1,2,1,2,1,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,,,,,,,,,,,1,2.0,,,32,College,White,Female,$75-125k,sporadic
1408,471877,0.9608,1,1,1,1,1,1,1,1,1,1,4,2,1,1,3,2,1,1,2,1,2,1,1,3,2,1,3,2,2,3,3,4,1,3,1,3,4,4,2,2,1,2,2,2,1,2,2,2,1,5,1,1,2,-1,4,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,,1,3,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,1,1.0,,,78,High school or less,White,Female,Less than $40k,sporadic
1409,471878,1.779,1,2,2,1,1,1,1,1,1,-1,-1,-1,-1,2,-1,1,-1,-1,2,3,4,4,1,4,-1,1,2,3,2,2,2,2,2,1,-1,-1,-1,-1,2,2,1,2,2,2,1,1,2,2,-1,-1,1,3,2,3,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,,3,2,4,2,2,1,2,1,2,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5,,,-1.0,39,High school or less,Hispanic,Female,Less than $40k,sporadic
1410,471879,0.5617,1,1,1,1,1,1,1,1,1,2,1,4,2,1,2,2,3,3,3,4,3,3,1,3,1,3,4,3,3,3,4,4,1,2,1,4,4,4,2,1,2,2,2,2,2,2,2,2,1,5,2,1,1,4,4,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,,1,2,3,1,1,1,1,1,1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,1,1.0,,,67,College,Other/Mixed,Male,$40-75k,sporadic
1411,471881,1.0233,1,1,1,3,1,3,3,2,4,2,1,1,4,2,3,1,1,1,1,2,1,3,1,2,1,3,2,2,1,2,2,2,2,1,1,2,4,4,2,2,2,2,2,2,1,2,2,2,1,1,3,2,1,2,4,2,2,2,2,2,2,2,1,2,1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,,2,2,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,,,,,,,,,,,2,,1.0,,32,College,White,Female,$75-125k,rarely/never
1412,471882,1.4274,1,3,2,4,1,4,2,2,4,2,1,1,3,2,1,3,1,2,3,3,3,3,1,3,1,4,3,3,4,3,3,2,3,3,1,2,3,3,2,1,2,2,2,2,2,2,2,2,5,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,-1,1,1,-1,-1,1,1,1,1,-1,1,1,,2,2,1,1,1,1,1,1,1,1,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,2,,1.0,,52,High school or less,White,Male,$125k or more,sporadic
1413,471883,0.9264,1,1,2,4,1,3,2,1,4,2,1,2,4,3,3,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,3,2,2,1,1,2,4,4,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,,2,2,2,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,,,,,,,,,,,2,,1.0,,66,College,White,Male,$125k or more,always
1414,471884,1.4351,2,2,2,3,1,2,2,2,4,4,3,3,3,2,3,3,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,3,2,1,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,1,1,1,1,1,1,-1,-1,1,3,,3,1,3,2,2,1,2,1,2,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,,2.0,,37,College,White,Female,$125k or more,rarely/never
1415,471885,1.4072,2,2,2,2,1,2,2,1,3,3,2,2,3,1,1,2,2,3,2,2,2,2,2,4,1,3,3,2,1,3,2,4,1,2,3,2,3,4,2,2,2,2,2,2,2,2,1,2,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,1,-1,1,-1,-1,-1,-1,1,-1,2,2,6.0,3,2,4,4,2,2,2,2,2,2,,,,,,,,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5,,,2.0,33,High school or less,White,Female,$40-75k,rarely/never
1416,471886,0.3754,1,2,2,2,1,1,1,1,2,1,1,1,4,1,1,1,1,4,1,1,1,1,1,3,1,4,4,2,2,2,2,2,2,1,2,1,4,4,2,1,2,2,2,2,2,2,2,2,5,2,1,1,1,3,3,2,2,2,2,2,2,2,1,2,2,1,1,1,-1,1,1,1,1,-1,-1,1,1,,2,1,1,1,1,1,1,1,1,1,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,,,,,,,,,,,2,,2.0,,75,College,Black,Female,$75-125k,always
1417,471887,0.9211,1,3,2,3,1,2,2,1,2,2,1,2,4,3,2,1,1,1,2,2,2,3,1,3,1,4,2,2,1,2,2,2,2,2,1,1,4,3,2,1,2,2,2,2,1,2,1,2,5,1,2,2,1,1,3,2,2,2,1,2,2,2,2,2,2,-1,1,1,-1,1,1,-1,-1,-1,-1,1,1,,2,1,2,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,1.0,,68,Some college,White,Female,$40-75k,sporadic
1418,471888,0.9051,1,2,1,1,1,-1,1,1,-1,3,2,2,3,2,3,2,3,2,2,4,2,2,1,2,1,4,2,3,2,2,2,3,2,2,1,2,3,4,2,1,2,2,2,2,2,2,2,2,1,3,1,1,-1,-1,1,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,,2,1,2,1,1,1,1,1,1,1,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,,,,,,,,,,,1,1.0,,,85,Some college,White,Female,$75-125k,sporadic
1419,471889,0.2878,1,3,1,1,1,1,1,1,2,1,2,3,4,3,4,2,2,2,2,3,4,2,1,2,2,2,1,1,3,2,2,2,1,2,1,3,3,4,2,2,1,2,2,2,2,2,2,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,,2,2,1,2,1,1,1,1,2,2,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,2.0,,,68,College,Hispanic,Male,$40-75k,sporadic
1420,471893,1.0482,1,3,1,4,1,2,2,3,4,2,1,1,4,3,1,2,2,3,3,4,3,3,1,4,1,3,3,2,2,3,2,2,3,1,1,2,4,4,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,,2,2,2,1,1,1,1,1,2,1,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,2.0,,53,High school or less,White,Male,Less than $40k,sporadic
1421,471895,0.5977,1,2,1,2,1,2,2,2,3,1,1,1,4,1,1,2,1,1,1,1,1,1,1,3,1,4,2,2,2,3,1,2,3,1,1,2,4,4,2,1,1,2,2,2,2,1,2,2,5,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,-1,-1,1,-1,1,-1,1,1,,2,3,1,1,1,1,1,1,1,1,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,1.0,,60,High school or less,Black,Male,Less than $40k,always
1422,471896,1.1444,2,2,2,3,3,3,2,2,4,1,2,3,3,1,1,2,3,3,2,3,3,3,2,4,1,2,2,2,2,2,2,3,2,1,2,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,-1,1,1,1,-1,2,2,6.0,3,3,2,3,2,2,2,2,2,1,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,3,,,2.0,37,High school or less,White,Male,$40-75k,rarely/never
1423,471897,1.0515,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,2,1,3,2,2,1,1,1,4,1,4,3,1,1,3,2,2,2,3,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,2,,2,3,1,1,2,1,2,1,2,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,5,,,-1.0,81,High school or less,White,Female,$40-75k,always
1424,471898,0.8746,1,1,1,4,1,2,2,1,4,1,1,2,4,2,2,1,2,1,1,3,3,2,1,3,1,4,3,2,2,2,2,3,2,2,1,3,4,4,2,2,2,2,1,2,1,2,1,2,5,1,3,3,1,2,4,2,2,2,2,2,1,2,1,1,2,-1,1,1,1,1,1,1,-1,-1,-1,1,1,,2,1,1,1,1,1,1,1,1,1,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,1.0,,64,College,White,Female,$125k or more,sporadic
1425,471900,1.4274,1,2,2,1,2,1,1,1,1,3,3,2,1,1,1,4,1,4,2,4,3,3,1,1,2,3,4,1,2,2,2,4,1,3,3,1,3,3,2,2,2,2,2,2,2,2,2,2,1,5,1,1,1,4,4,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,,1,3,1,1,1,1,1,1,1,1,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,,,,,,,,,,,1,1.0,,,47,High school or less,White,Male,$125k or more,sporadic
1426,482034,0.7546,1,1,3,1,1,1,1,1,2,2,1,3,4,3,1,2,3,3,3,2,2,1,1,3,1,4,3,1,2,3,1,2,1,3,1,1,4,3,2,2,2,2,2,2,2,2,1,2,3,1,1,1,1,3,4,2,2,2,2,2,2,2,1,2,2,1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,,2,3,2,1,1,1,2,2,2,2,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,,,,,,,,,,,2,,2.0,,43,College,Hispanic,Male,$125k or more,sporadic
1427,471901,1.1512,1,2,1,3,1,1,1,1,3,2,2,2,4,3,3,2,2,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,1,2,1,3,2,3,2,2,1,2,2,2,2,2,2,2,5,5,2,1,2,1,3,2,2,2,2,2,2,2,2,2,2,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,,2,1,1,1,-1,1,1,1,1,1,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,1.0,,74,High school or less,White,Female,$75-125k,always
1428,471902,1.0515,1,1,2,1,1,1,1,1,1,1,3,3,3,2,2,2,2,3,2,3,4,3,2,3,1,2,3,3,2,3,2,3,1,2,1,4,4,4,2,2,2,2,2,2,1,1,2,2,1,1,1,3,3,3,3,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,,1,3,3,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,1,2.0,,,84,High school or less,White,Female,$40-75k,always
1429,482038,0.2953,1,1,2,3,2,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,4,3,3,1,3,4,3,3,1,1,2,4,3,2,2,2,2,1,2,1,1,1,2,4,2,3,1,1,1,1,2,2,1,1,2,2,2,1,2,2,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,,2,2,1,1,1,1,1,1,2,2,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,,,,,,,,,,,3,,,2.0,61,College,Black,Male,$75-125k,sporadic
1430,471904,0.4233,1,1,2,2,1,1,1,2,1,1,1,1,3,3,3,1,1,-1,2,2,2,1,1,3,1,4,2,3,1,2,1,2,4,3,2,2,1,1,2,2,2,2,2,2,1,2,2,2,5,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,-1,1,-1,1,1,1,1,-1,-1,1,1,,2,3,1,1,1,1,1,1,1,1,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,,,,,,,,,,,2,,1.0,,63,College,Black,Female,$75-125k,always
1431,471906,0.9261,1,1,2,2,1,1,1,1,1,3,2,3,2,2,2,2,2,2,2,3,1,2,1,3,1,2,3,2,2,2,2,4,1,1,2,4,2,3,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,,3,1,2,1,1,1,1,1,1,1,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,,,,,,,,,,,3,,,2.0,77,High school or less,White,Female,Less than $40k,always
1432,471910,1.1247,2,-1,2,2,1,2,2,2,1,2,2,3,2,2,2,2,2,1,2,2,3,3,1,3,1,3,3,2,2,2,2,3,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,1,1,1,1,1,1,1,-1,-1,1,1,,3,1,3,1,1,1,2,1,2,1,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,1,2.0,,,34,College,White,Female,$40-75k,sporadic
1433,471912,0.9647,1,1,1,3,1,1,1,1,2,3,4,4,2,2,1,2,2,2,1,1,2,1,1,3,1,2,4,2,2,3,2,4,1,1,1,3,3,4,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,,1,3,2,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,1,1.0,,,56,College,White,Female,$75-125k,always
1434,471914,1.2307,1,2,2,1,1,1,1,1,1,2,2,3,3,2,2,2,4,4,4,4,4,4,1,3,1,4,3,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,5,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,,2,1,3,1,1,1,1,1,1,1,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,,,,,,,,,,,3,,,2.0,53,Some college,White,Female,$40-75k,sporadic
1435,471915,0.997,4,4,4,4,1,4,4,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,2,2,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1.0,-1,-1,4,4,-1,-1,-1,-1,-1,-1,,,,,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,,,-1.0,57,High school or less,White,Male,$40-75k,rarely/never
1436,471916,1.3447,1,2,2,2,1,1,1,2,1,3,3,4,1,2,2,4,2,1,1,2,2,1,1,3,1,2,2,2,1,2,2,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,5,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,,1,1,2,1,1,1,1,1,1,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,1,1.0,,,41,Some college,White,Female,$40-75k,always
1437,482053,0.8404,1,3,3,3,3,1,1,1,1,1,1,3,3,3,3,3,2,2,2,2,2,2,1,3,1,3,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,,2,3,1,1,1,1,1,1,1,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,,,,2,,1.0,,40,Some college,Black,Female,Less than $40k,always
